PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Description of Gene	Interacting Gene	CellOntologyID
21440248	IRF4	TF	T cell	Normal cell	Immune	low-throughput + high-throughput	qRT-PCR;Immunohistochemistry;Western blot;ChIP-seq;DNA-seq;Immunofluorescent staining	IRF4 regulates IL-10 gene expression in CD4+ T cells through differential nuclear translocation	Transcription factor IRF4 can reduce the expression level of IL-10 in CD4+ T cells	IL10	CL_0000084
21443745	PAX9	TF Pmarker	Mesenchyme cell	Normal cell	Tooth	low-throughput + high-throughput	DNA-seq;Bioinformatic prediction;qPCR;Western blot	A novel g.-1258G>A mutation in a conserved putative regulatory element of PAX9 is associated with autosomal dominant molar hypodontia	Mutations in the transcription factors PAX9 and MSX1 which plays a critical role in the switching of odontogenic potential from the epithelium to the mesenchyme during tooth development cause autosomal dominant non-syndromic hypodontia primarily affecting molars.	MSX1	CL_0008019
21443745	PAX9	TF Pmarker	Mesenchyme cell	Normal cell	Dental pulp	low-throughput + high-throughput	DNA-seq;Bioinformatic prediction;qPCR;Western blot	A novel g.-1258G>A mutation in a conserved putative regulatory element of PAX9 is associated with autosomal dominant molar hypodontia	Mutations in the transcription factors PAX9 and MSX1 which plays a critical role in the switching of odontogenic potential from the epithelium to the mesenchyme during tooth development cause autosomal dominant non-syndromic hypodontia primarily affecting molars.	MSX1	CL_0008019
21443745	MSX1	TF Pmarker	Mesenchyme cell	Normal cell	Tooth	low-throughput + high-throughput	DNA-seq;Bioinformatic prediction;qPCR;Western blot	A novel g.-1258G>A mutation in a conserved putative regulatory element of PAX9 is associated with autosomal dominant molar hypodontia	Mutations in the transcription factors PAX9 and MSX1 which plays a critical role in the switching of odontogenic potential from the epithelium to the mesenchyme during tooth development cause autosomal dominant non-syndromic hypodontia primarily affecting molars.	PAX9	CL_0008019
21446939	UTF1	TFMarker	Stem cell	Normal cell	Skin	low-throughput	qPCR;Immunohistochemistry;Western blot;Microscopic observation;Gene knock down	Embryonic stem cell factors undifferentiated transcription factor-1 (UFT-1) and reduced expression protein-1 (REX-1) are widely expressed in human skin and may be involved in cutaneous differentiation but not in stem cell fate determination	Undifferentiated transcription factor-1 (UTF-1) and reduced expression protein-1 (REX-1) are used as markers for the undifferentiated state of pluripotent stem cells.	ZFP42	CL_0000034
21446939	ZFP42	TFMarker	Stem cell	Normal cell	Skin	low-throughput	qPCR;Immunohistochemistry;Western blot;Microscopic observation;Gene knock down	Embryonic stem cell factors undifferentiated transcription factor-1 (UFT-1) and reduced expression protein-1 (REX-1) are widely expressed in human skin and may be involved in cutaneous differentiation but not in stem cell fate determination	Undifferentiated transcription factor-1 (UTF-1) and reduced expression protein-1 (REX-1) are used as markers for the undifferentiated state of pluripotent stem cells.	UTF1	CL_0000034
21452247	FEZF1	TF Pmarker	Epithelial cell	Normal cell	Nerve	low-throughput	Immunohistochemistry;Western blot;Flow-throughput cytometry;Microscopic observation;Gene knock down	Fezf1 and Fezf2 Are Required for Olfactory Development and Sensory Neuron Identity	two closely related zincfinger transcription factors, FEZF1 and FEZF2, regulate the identity of MOE sensory neurons and are essential for the survival of VNO neurons respectively.	FEZF2	CL_0000066
21452247	FEZF2	TF Pmarker	Epithelial cell	Normal cell	Nerve	low-throughput	Immunohistochemistry;Western blot;Flow-throughput cytometry;Microscopic observation;Gene knock down	Fezf1 and Fezf2 Are Required for Olfactory Development and Sensory Neuron Identity	two closely related zincfinger transcription factors, FEZF1 and FEZF2, regulate the identity of MOE sensory neurons and are essential for the survival of VNO neurons respectively.	FEZF1	CL_0000066
21460222	PRR7	TFMarker	T cell	Normal cell	Blood	low-throughput	qPCR;RT-qPCR;Western blot;Flow-throughput cytometry;Bioinformatic prediction;Immunofluorescent staining;Gene knock down	PRR7 Is a Transmembrane Adaptor Protein Expressed in Activated T Cells Involved in Regulation of T Cell Receptor Signaling and Apoptosis*	PRR7 is a potential regulator of signaling and apoptosis in activated T cells.	CD69;IL2	CL_0000084
21460222	CD69	T Marker	T cell	Normal cell	Blood	low-throughput	qPCR;RT-qPCR;Western blot;Flow-throughput cytometry;Bioinformatic prediction;Immunofluorescent staining;Gene knock down	PRR7 Is a Transmembrane Adaptor Protein Expressed in Activated T Cells Involved in Regulation of T Cell Receptor Signaling and Apoptosis*	CD69 and IL2 are markers expressed in T cells	PRR7	CL_0000084
21460222	IL2	T Marker	T cell	Normal cell	Blood	low-throughput	qPCR;RT-qPCR;Western blot;Flow-throughput cytometry;Bioinformatic prediction;Immunofluorescent staining;Gene knock down	PRR7 Is a Transmembrane Adaptor Protein Expressed in Activated T Cells Involved in Regulation of T Cell Receptor Signaling and Apoptosis*	CD69 and IL2 are markers expressed in T cells	PRR7	CL_0000084
21471526	CEBPA	TF Pmarker	Neutrophil cell	Normal cell	Bone marrow	low-throughput	Gene knock down;Western blot;qRT-PCR;RT-PCR;qPCR	Protein disulfide isomerase blocks CEBPA translation and is up regulated during the unfolded protein response in AML	CEBPA is a basic leucine zipper transcription factor crucial for normal neutrophil differentiation		CL_0000775
21473689	FUT4	TF Pmarker	Stem cell	Normal cell	Nerve	low-throughput + high-throughput	sqPCR;Western blot;qPCR;DNA-seq	Reprogramming of Mouse Fibroblasts to an Intermediate State of Differentiation by Chemical Induction	SSEA-1 is a transcription factor that affects Abstract Induced pluripotent stem cell		CL_0000034
21473868	MYOCD	TF Pmarker	Smooth muscle cell	Normal cell	Gastrointestinal tract	low-throughput + high-throughput	qPCR;Flow-throughput cytometry;Gene knock down;DNA-seq;RNA-seq;RT-PCR	Serum Response Factor–Dependent MicroRNAs Regulate Gastrointestinal Smooth Muscle Cell Phenotypes	The GI SMC phenotypes are controlled by SRF-dependent, SMC-phenotypic miRNAs that regulate expression of SRF, MYOCD, and ELK1.	SRF;ELK1	CL_0000192
21473868	SRF	TF Pmarker	Smooth muscle cell	Normal cell	Gastrointestinal tract	low-throughput + high-throughput	qPCR;Flow-throughput cytometry;Gene knock down;DNA-seq;RNA-seq;RT-PCR	Serum Response Factor–Dependent MicroRNAs Regulate Gastrointestinal Smooth Muscle Cell Phenotypes	The GI SMC phenotypes are controlled by SRF-dependent, SMC-phenotypic miRNAs that regulate expression of SRF, MYOCD, and ELK1.	ELK1;MYOCD	CL_0000192
21473868	ELK1	TF Pmarker	Smooth muscle cell	Normal cell	Gastrointestinal tract	low-throughput + high-throughput	qPCR;Flow-throughput cytometry;Gene knock down;DNA-seq;RNA-seq;RT-PCR	Serum Response Factor–Dependent MicroRNAs Regulate Gastrointestinal Smooth Muscle Cell Phenotypes	The GI SMC phenotypes are controlled by SRF-dependent, SMC-phenotypic miRNAs that regulate expression of SRF, MYOCD, and ELK1.	SRF;MYOCD	CL_0000192
21474102	POU5F1	TFMarker	Stem cell	Normal cell	Liver	low-throughput	Microscopic observation;Immunofluorescent staining;qPCR;qRT-PCR;Western blot;Gene knock down	Highly Efficient miRNA-Mediated Reprogramming of Mouse and Human Somatic Cells to Pluripotency	human miR302/367 iPSCs display similar characteristics to OCT4/SOX2/KLF4/Myc-iPSCs, including pluripotency marker expression, teratoma formation, and, for mouse cells, chimera contribution and germline contribution.		CL_0000034
21474102	SOX2	TFMarker	Stem cell	Normal cell	Liver	low-throughput	Microscopic observation;Immunofluorescent staining;qPCR;qRT-PCR;Western blot;Gene knock down	Highly Efficient miRNA-Mediated Reprogramming of Mouse and Human Somatic Cells to Pluripotency	human miR302/367 iPSCs display similar characteristics to OCT4/SOX2/KLF4/Myc-iPSCs, including pluripotency marker expression, teratoma formation, and, for mouse cells, chimera contribution and germline contribution.		CL_0000034
21474102	KLF4	TFMarker	Stem cell	Normal cell	Liver	low-throughput	Microscopic observation;Immunofluorescent staining;qPCR;qRT-PCR;Western blot;Gene knock down	Highly Efficient miRNA-Mediated Reprogramming of Mouse and Human Somatic Cells to Pluripotency	human miR302/367 iPSCs display similar characteristics to OCT4/SOX2/KLF4/Myc-iPSCs, including pluripotency marker expression, teratoma formation, and, for mouse cells, chimera contribution and germline contribution.		CL_0000034
21476854	POU5F1	TFMarker	Stem cell	Normal cell	Liver	low-throughput	Immunofluorescent staining;qPCR;RT-qPCR	Applications of Quantitative Polymerase Chain Reaction Protein Assays During Reprogramming	integrated qPCR approach to measure relative changes in gene and protein expression of 3 exogenously delivered transcription factors, OCT4/POU5F1, SOX2, and KLF4, in human dermal fibroblasts during reprogramming	MYC	CL_0000034
21476854	SOX2	TFMarker	Stem cell	Normal cell	Liver	low-throughput	Immunofluorescent staining;qPCR;RT-qPCR	Applications of Quantitative Polymerase Chain Reaction Protein Assays During Reprogramming	integrated qPCR approach to measure relative changes in gene and protein expression of 3 exogenously delivered transcription factors, OCT4/POU5F1, SOX2, and KLF6, in human dermal fibroblasts during reprogramming	MYC	CL_0000034
21476854	KLF4	TF Pmarker	Stem cell	Normal cell	Liver	low-throughput	Immunofluorescent staining;qPCR;RT-qPCR	Applications of Quantitative Polymerase Chain Reaction Protein Assays During Reprogramming	integrated qPCR approach to measure relative changes in gene and protein expression of 3 exogenously delivered transcription factors, OCT4/POU5F1, SOX2, and KLF6, in human dermal fibroblasts during reprogramming	MYC	CL_0000034
21476854	MYC	TF Pmarker	Stem cell	Normal cell	Liver	low-throughput	Immunofluorescent staining;qPCR;RT-qPCR	Applications of Quantitative Polymerase Chain Reaction Protein Assays During Reprogramming	Construction of lentiviral vectors containing OCT4/POU5F1, SOX2, KLF4, and MYC under the control of the tetracycline operator and minimal CMV promoter were generated by LR reactions via Gateway Recombination Technology into the pLenti6.3/V5 DEST CMV TetO vector	KLF4;POU5F1;SOX2	CL_0000034
21476854	NANOG	TF Pmarker	Stem cell	Normal cell	Liver	low-throughput	Immunofluorescent staining;qPCR;RT-qPCR	Applications of Quantitative Polymerase Chain Reaction Protein Assays During Reprogramming	NANOG is a transcription factor that affects induced pluripotent stem cell	KLF5;POU5F1;SOX2	CL_0000034
21476854	LIN28A	TFMarker	Stem cell	Normal cell	Liver	low-throughput	Immunofluorescent staining;qPCR;RT-qPCR	Applications of Quantitative Polymerase Chain Reaction Protein Assays During Reprogramming	LIN28 is a transcription factor that affects induced pluripotent stem cell	POU5F1;KLF6;SOX2	CL_0000034
21478186	OLIG2	I Marker	Stromal cell	Normal cell	Brain	low-throughput	Microscopic observation;Immunohistochemistry	Cell proliferation in human ganglionic eminence and suppression after prematurity-associated haemorrhage	The expression of cell lineage markers (such as Olig2, SOX2, platelet-derived growth factor receptor alpha) showed partitioning at the microscopic level.		CL_0000499
21478186	SOX2	I Marker	Stromal cell	Normal cell	Brain	low-throughput	Microscopic observation;Immunohistochemistry	Cell proliferation in human ganglionic eminence and suppression after prematurity-associated haemorrhage	The expression of cell lineage markers (such as Olig2, SOX2, platelet-derived growth factor receptor alpha) showed partitioning at the microscopic level.		CL_0000499
21496249	ENG	T Marker	Mesenchyme cell	Normal cell	Bone	low-throughput	Flow-throughput cytometry;Immunohistochemistry;Microscopic observation	Relative percentage and zonal distribution of mesenchymal progenitor cells in human osteoarthritic and normal cartilage	The cell-surface markers CD105 and CD166, are multi-potent mesenchymal progenitor cells (MPC) with characteristics similar to MSC.		CL_0008019
21496249	ALCAM	T Marker	Mesenchyme cell	Normal cell	Bone	low-throughput	Flow-throughput cytometry;Immunohistochemistry;Microscopic observation	Relative percentage and zonal distribution of mesenchymal progenitor cells in human osteoarthritic and normal cartilage	The cell-surface markers CD105 and CD166, are multi-potent mesenchymal progenitor cells (MPC) with characteristics similar to MSC.		CL_0008019
21684674	RUNX2	TF	Mesenchymal cell	Normal cell	Embryo	low-throughput	Flow cytometry;Microscopic observation;Immunohistochemistry;qRT-PCR;Immunofluorescent staining	Isolation and cellular properties of mesenchymal cells derived from the decidua of human term placenta	To examine the differences between DMCs and BM-MSCs further, we analyzed four additional genes: TWIST1, TWIST2/DERMO1, telomerase reverse transcriptase (TERT), and msh homeobox 2 (MSX2) with RUNX2, which were reported to be associated with early mesenchymal development and/or proliferative capacity, in the cells’ undifferentiated condition	TWIST2;TWIST1	CL_0008019
21684674	TWIST2	TF Pmarker	Mesenchymal cell	Normal cell	Embryo	low-throughput	Flow cytometry;Microscopic observation;Immunohistochemistry;qRT-PCR;Immunofluorescent staining	Isolation and cellular properties of mesenchymal cells derived from the decidua of human term placenta	To examine the differences between DMCs and BM-MSCs further, we analyzed four additional genes: TWIST1, TWIST2/DERMO1, telomerase reverse transcriptase (TERT), and msh homeobox 2 (MSX2) with RUNX2, which were reported to be associated with early mesenchymal development and/or proliferative capacity, in the cells’ undifferentiated condition	RUNX2	CL_0008019
21684674	TWIST1	TF Pmarker	Mesenchymal cell	Normal cell	Embryo	low-throughput	Flow cytometry;Microscopic observation;Immunohistochemistry;qRT-PCR;Immunofluorescent staining	Isolation and cellular properties of mesenchymal cells derived from the decidua of human term placenta	To examine the differences between DMCs and BM-MSCs further, we analyzed four additional genes: TWIST1, TWIST2/DERMO1, telomerase reverse transcriptase (TERT), and msh homeobox 2 (MSX2) with RUNX2, which were reported to be associated with early mesenchymal development and/or proliferative capacity, in the cells’ undifferentiated condition	RUNX2	CL_0008019
